created_at,LT,LB,KT,KM,Garasi,Carport,Lokasi,Sertifikat,Listrik,Hadap,Harga,URL,Deskripsi
25 - 10 - 2021,131,85,3,2,-,-,"Anggrek, Gorontalo",HGB,1300,-,RP. 200.000.000,https://www.rumah123.com/properti/gorontalo/hos9049724/,"Lokasi di dalam komplek, dekat puskesmas , polsek dan terminal"
07 - 07 - 2021,825,620,10,4,10,10,"JI. Hos Cokroaminoto, Biluhu, Gorontalo",SHM,3300,-,RP. 7.000.000.000,https://www.rumah123.com/properti/gorontalo/hos8402100/,"Sangat strategis di tengah kota
Rumah usaha cocok untuk, Kantor, Restaurant, kafe,mini market, hotel, tempat kost. lokasi 300m dari Citymall gorontalo."
23 - 10 - 2021,825,365,7,3,5,2,"JI. Hos Cokroaminoto, Biluhu, Gorontalo",SHM,16500,Timur,RP. 7.500.000.000,https://www.rumah123.com/properti/gorontalo/hos9040729/,"MAU TINGGAL LANJUTIN USAHA?? ATAU MAU RUMAHNYA AJA??

bisa banget. Nego harga dan apa yang menguntungkan kedua pihak."
02 - 01 - 2021,1500,600,5,3,8,8,"Anggrek, Gorontalo",SHM,2200,-,RP. 2.500.000.000,https://www.rumah123.com/properti/gorontalo/hos7734736/,"
Di jual rumah dan tanah beserta bangunan walet dan 1 unit rumah di belakang.lokasi sangat strategis besar dan luas masih ada tanah di samping ukuran 11x50."
02 - 07 - 2021,952,875,28,28,-,-,"Palu Selatan, Palu",SHM,-,-,RP. 1.500.000.000,https://www.rumah123.com/properti/palu/hos8516437/,"Dijual dengan harga murah!
Rumah kost besar di Jalan Garuda Palu, Sulawesi Tengah.
UNFURNISHED.
Lokasi sangat strategis dekat dengan bandara hanya 5 menit, 28 unit kamar kost = kamar mandi dan dapur ada d dalam kamar kost serta setiap unit ada meteran listrik dan PAM.
Lokasinya pun bebas banjir dan dekat dengar pusat belanja serta Universitas."
27 - 06 - 2021,1000,456,4,3,4,4,"Palu Timur, Palu",SHM,2200,-,RP. 1.500.000.000,https://www.rumah123.com/properti/palu/hos8494775/,"RUMAH TINGGAL, DENGAN HALAMAN LUAS,LOKASI SANGAT STRATEGIS, GARASI UNTUK 3 MOBIL, TAMBAHAN KAMAR 2 DIBELAKANG, DAN DAERAH AMAN GEMPA DAN BANJIR,BANGUNAN KUAT"
06 - 03 - 2021,291,200,5,4,2,2,"Palu Selatan, Palu",SHM,2200,-,RP. 2.000.000.000,https://www.rumah123.com/properti/palu/hos8005079/,"rumah berlokasi ditengah Kota Palu, dekat
kemana-mana.
Model modern minimalis
Zona hijau, air mudah.
"
26 - 11 - 2020,117,80,3,2,1,1,"Poasia, Kendari",SHM,2200,-,RP. 495.000.000,https://www.rumah123.com/properti/kendari/hos7604076/,"Perumahan Modern di Kendari Hunian eksklusif dengan berbagai macam fasilitas yang mengusung konsep bernuansa Villa hijau alami yang dikembangkan secara modern. View Kota Kendari Diatas Perbukitan Yang yang Sejuk dan Asri AKses : 5 Menit Ke Kantor Gubernur Sultra 5 Menit Ke Kantor Polda Sultra 10 Menit Ke Kampus Universitas Haluoleo 10 Menit Kepasar Andonuhu 15 Menit Ke Rumah Sakit Kota Kendari, 15 Menit Ke Mesjid Al-Alam Kendari 30 Menit ke Bandara udara Haluoleo"
23 - 03 - 2021,115,50,2,1,1,1,"Poasia, Kendari",SHM,1300,-,RP. 340.000.000,https://www.rumah123.com/properti/kendari/hos8067971/,Rumah Siap Huni Type 50 Desain Kekinian Di Kota Kendari Dijual Rumah Di Cluster Daerah Kendari Dijual Rumah Cluster di Daerah Kendari Lb. 50/ Lt. 115 Kt. 2 Km. 1 Type 1 Lt Fasilitas: - Carport - Taman pribadi - Garasi Harga : Rp 325.000.xxx Akses : - 2 km dari Kantor Gubernur Dan Polda Sultra - 2 Km Ke Pasar Andonuhu - 3 Km Ke Rumah Sakit Abunawas Kendari - 5 Km Ke Kampus UHO Kendari
19 - 01 - 2021,152,100,3,2,1,1,"Mandonga, Kendari",SHM,2200,-,RP. 795.000.000,https://www.rumah123.com/properti/kendari/hos7800428/,Dijual Rumah Mewah dengan desain modern Di Jl. Gersamata Wua Wua Kendari. 
28 - 01 - 2021,115,50,2,1,1,1,"Poasia, Kendari",SHM,1300,-,RP. 340.000.000,https://www.rumah123.com/properti/kendari/hos6003092/,"Naswa Hills Rumah Dijual Di Kota Kendari Type 50, Jl. Banteng Andonuhu Kendari, di Tengah Kota Kendari Akses 5 Menit Ke Kantor Gubernur 10 menit Ke kampus UHO 10 Menit Rumah Sakit Abunawas 5 Menit ke Pasar Andonuhu Keunggulan Bangunan Menggunakan Batu Bata dan Kayu Berkelas Menggunakan Batu Alam"
28 - 01 - 2021,119,110,3,2,1,1,"Poasia, Kendari",SHM,2200,-,RP. 950.000.000,https://www.rumah123.com/properti/kendari/hos6000871/,"
Dijual Rumah Baru Dipusat Kota Kendari, Lokasi sangat strategis dipusat Pemerintahan Kota Kendari.
Akses :
10 Menit Kampus Baru Universitas Haluoleo, 5 Menit Bundaran Andonuhu, 10 Menit Lippo Plaza Kendari, Unit Terbatas Hanya 10 Unit
Perumahan Naswa Regency Merupakan Perumahan dengan Konsep Cluster Exclusive dengan One Gate Systen. Segera Miliki Kesempatan anda untuk memili rumah dengan design Modern
Lokasi : Jalan Poros Panglima Polim Andonuhu, Kota Kendari"
11 - 10 - 2021,158,100,2,1,-,1,"Lasusua, Kolaka Utara",SHM,1300,Utara,RP. 300.000.000,https://www.rumah123.com/properti/kolaka-utara/hos8974777/,"Jl Tani, Watuliwu kec Lasusua Kolaka utara
Sangat strategis, dekat Jl. poros, sertifikat Hak Milik, luas tanah 158 mtr, 2 K.tidur, 1 K.mandi, R.tamu, R.keluarga, Dapur, listrik 1300wtt, Kotak, pondasi Cakar ayam siap 2 lantai, Harga 300 jta"
12 - 10 - 2020,115,50,2,1,1,1,"Poasia, Kendari",SHM,1300,-,RP. 325.000.000,https://www.rumah123.com/properti/kendari/hos7422141/,"Rumah dijual type 50 daerah andonuhu Kendari
Perumahan dengan konsep villa modern bebas banjir berada didaeah perbukitan dapat menikmati view kota kendari. perumahan yang nyaman,asri dan sejuk. Perumahan dibangun dengan material dan bahan bahan pilihan dengan kualitas premium.
Akses :
3 Menit ke Kantor gubernur polda sultra
5 Menit Kepasar Andonuhu
5 Menit ke Rumas Sakit Kota Kendari"
08 - 06 - 2020,110,119,3,2,1,1,"Poasia, Kendari",SHM,2200,-,RP. 950.000.000,https://www.rumah123.com/properti/kendari/hos6661190/,"Telah Hadir Perumahan dengan konsep private modern, lingkungan perumahan yang sejuk dan asri.
perumahan dekat pusat pemerintahan provinsi Sultra, cuma 3 menit ke kantor gubernur Sulawesi Tenggara, dekat pasar andonuhu dan rumah sakit kota Kendari, perumahan dengan kluster ekslusi cuma 10 unit"
20 - 04 - 2020,117,60,3,2,1,1,"Poasia, Kendari",SHM,1300,-,RP. 395.000.000,https://www.rumah123.com/properti/kendari/hos6458405/,"Perumahan elit di Kota Kendari, Bebas Banjir dekat Pusat Pemerintahan, Dekat Rumah Sakit Kota Kendari, Dekat Bundaran Andonuhu, Dekat Mesjid Al-Alam Kendari Dekat Pasar Andonuhu, Dekat Kantor Gubernur Sulawesi Tenggara, Perumahan Dekat Polda Sulawesi Tenggara. Hub Telp/WA : 0852-4150-1xxx (FERA) 1. Keunggulan Lokasi Dekat dengan Kantor Gubernur Dekat dengan Kantor POLDA Sultra Dekat dengan Kantor Dinas Kesehatan, Pramuka, BPS, Kantor Bahasa, Inspektorat, Dinas Sosial, Badan POM dll Dekat SMA, SMP, dan SD Dekat Pasar dan Swalayan Dekat Puskesmas Dekat Kampus UHO dan Poltekes 2. Keunggulan Konsep Hunian dan Kawasan Menggunakan Konsep Villa yang bebas BANJIR Cluster One Gate System dengan Bangunan Tunggal Sarana Umum Taman bermain Sarana Masjid"
01 - 03 - 2020,120,115,3,2,1,1,"Baruga, Kendari",SHM,2200,-,RP. 1.100.000.000,https://www.rumah123.com/properti/kendari/hos6233298/,"Naswa Residence Sisa 1 Unit Sistem Indent, Pengerjaan Rumah 3 Bulan setelah DP dilunasi
type 115, perumahan bebas banjir
2 Lantai, ada garasinya, taman, jalan lebar
lokasi premium, kawasan perumahan elite
Akses : 5 Menit Ke Rumah Sakit Bahteramas, 10 Menit Ke Bandara Haluoleo
5 Menit Ke Brimob Sultra
5 Menit Ke Kampus IAIN Kendari
5 Menit Ke Pasar Baruga
2 Menit Ke TKIT-SDIT-SMPIT Al-Qalam Kendari"
11 - 10 - 2021,25,7,3,1,-,1," Jln Jendral Sudirman, Tojo Una Una Kab",SHM,900,Utara,RP. 250.000.000,https://www.realoka.com/204291-penjualan-rumah-di-bailo-tojo-una-una,"Jual rumah bersertifikat,alamat kec.Ampana kota kel.bailo kab.tojo Una una provinsi sulteng harga bisa nego👍👍👍👍👍
Bangunan rumah permanen,thn pembuatan 2018"
09 - 05 - 2021,177,54,2,1,-,1,"Kota Palu, Sulawesi Tengah,",SHM,-,-,RP. 198.000.000,https://www.realoka.com/173682-perumahan-rumah-type-54-harga-promo,"Perumahan Silae Hills Residence dengan lokasi yang strategis dan kawasan yang asri dan eksklusif. Lingkungan bersih dan nyaman. Terletak di Jln. Malonda, Ulujadi, Kota Palu Sulawesi Tengah. Keamanan terjamin dengan memiliki security 24 jam juga dilengkapi dengan CCTV. Akses dekat dengan Rumah sakit, Pusat Perbelanjaan, Bandara, Terminal angkutan umum"
